geography,variable,metric,data_year,estimate,geography_type,moe,share,share_moe,grouping
New York City,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,4.2114504887405655,Metro Regions,0,0,0,All
Newark,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,5.074750901351417,Metro Regions,0,0,0,All
Orlando,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,10.217282457027686,Metro Regions,0,0,0,All
Philadelphia,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,6.261019843144051,Metro Regions,0,0,0,All
Phoenix,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,8.997451175896087,Metro Regions,0,0,0,All
Pierce County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,5.572101533909523,PSRC Region,0,0,0,All
Portland,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,4.87729177289556,Metro Regions,0,0,0,All
Sacramento,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,8.016035417823295,Metro Regions,0,0,0,All
San Antonio,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,10.176944674668764,Metro Regions,0,0,0,All
San Diego,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,6.391370284968242,Metro Regions,0,0,0,All
Seattle,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,4.646232546264641,Metro Regions,0,0,0,All
Snohomish County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,4.928661640681815,PSRC Region,0,0,0,All
St Louis,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,8.203007681278752,Metro Regions,0,0,0,All
Tampa,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,12.244465676890508,Metro Regions,0,0,0,All
Washington DC,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2015,4.798410791476656,Metro Regions,0,0,0,All
Atlanta,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,8.091671825908467,Metro Regions,0,0,0,All
Austin,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,9.973837547220986,Metro Regions,0,0,0,All
Baltimore,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,7.361543942629961,Metro Regions,0,0,0,All
Bay Area,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,5.3301244585388945,Metro Regions,0,0,0,All
Boston,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,4.109175780220455,Metro Regions,0,0,0,All
Charlotte,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,8.232626830775134,Metro Regions,0,0,0,All
Chicago,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,4.629767404767178,Metro Regions,0,0,0,All
Dallas,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,8.524338116245678,Metro Regions,0,0,0,All
Denver,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,6.286871742527811,Metro Regions,0,0,0,All
Detroit,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,7.6455841345012185,Metro Regions,0,0,0,All
Houston,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,9.357420070282883,Metro Regions,0,0,0,All
King County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,4.18359741290183,PSRC Region,0,0,0,All
Kitsap County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,5.825514198719941,PSRC Region,0,0,0,All
Los Angeles,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,7.209554333137949,Metro Regions,0,0,0,All
Miami,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,9.984891061261642,Metro Regions,0,0,0,All
Minneapolis,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,3.363745802871068,Metro Regions,0,0,0,All
New York City,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,4.0902817565171254,Metro Regions,0,0,0,All
Newark,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,5.0134213467303095,Metro Regions,0,0,0,All
Orlando,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,10.423079562509137,Metro Regions,0,0,0,All
Philadelphia,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,6.182297786758443,Metro Regions,0,0,0,All
Phoenix,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,9.420097798715291,Metro Regions,0,0,0,All
Pierce County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,6.171238666051943,PSRC Region,0,0,0,All
Portland,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,5.238169794986093,Metro Regions,0,0,0,All
Sacramento,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,8.59093349697016,Metro Regions,0,0,0,All
San Antonio,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,10.651875759843898,Metro Regions,0,0,0,All
San Diego,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,6.553233030753474,Metro Regions,0,0,0,All
Seattle,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,4.846531179308163,Metro Regions,0,0,0,All
Snohomish County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,4.877090723114378,PSRC Region,0,0,0,All
St Louis,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,8.516210964247326,Metro Regions,0,0,0,All
Tampa,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,12.931653385024049,Metro Regions,0,0,0,All
Washington DC,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2016,4.733829919087653,Metro Regions,0,0,0,All
Atlanta,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,8.41552582852958,Metro Regions,0,0,0,All
Austin,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,10.01169823920235,Metro Regions,0,0,0,All
Baltimore,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,7.34720709456629,Metro Regions,0,0,0,All
Bay Area,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,5.486256508048847,Metro Regions,0,0,0,All
Boston,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,3.9789035219513207,Metro Regions,0,0,0,All
Charlotte,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,8.7085598411985,Metro Regions,0,0,0,All
Chicago,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,4.7729963857576045,Metro Regions,0,0,0,All
Dallas,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,8.815002508384707,Metro Regions,0,0,0,All
Denver,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,6.70133795790714,Metro Regions,0,0,0,All
Detroit,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,7.623421587905411,Metro Regions,0,0,0,All
Houston,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,9.556115215836117,Metro Regions,0,0,0,All
King County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,4.343476452456165,PSRC Region,0,0,0,All
Kitsap County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,5.870924632005036,PSRC Region,0,0,0,All
Los Angeles,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,7.536149617988835,Metro Regions,0,0,0,All
Miami,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,10.206336101425466,Metro Regions,0,0,0,All
Minneapolis,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,3.35831829224869,Metro Regions,0,0,0,All
New York City,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,3.9031092898681083,Metro Regions,0,0,0,All
Newark,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,4.9132942838058655,Metro Regions,0,0,0,All
Orlando,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,10.946197019922078,Metro Regions,0,0,0,All
Philadelphia,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,6.25067989698096,Metro Regions,0,0,0,All
Phoenix,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,9.857405266081976,Metro Regions,0,0,0,All
Pierce County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,6.389073264922923,PSRC Region,0,0,0,All
Portland,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,5.430300166089934,Metro Regions,0,0,0,All
Sacramento,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,9.0885526889976,Metro Regions,0,0,0,All
San Antonio,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,10.398138351262695,Metro Regions,0,0,0,All
San Diego,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,6.638923276278184,Metro Regions,0,0,0,All
Seattle,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,4.987332625793072,Metro Regions,0,0,0,All
Snohomish County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,4.922891965840312,PSRC Region,0,0,0,All
St Louis,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,8.900494320438025,Metro Regions,0,0,0,All
Tampa,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,13.241651999606185,Metro Regions,0,0,0,All
Washington DC,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2017,4.846872013244538,Metro Regions,0,0,0,All
Atlanta,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,8.794793177123276,Metro Regions,0,0,0,All
Austin,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,10.132593444896418,Metro Regions,0,0,0,All
Baltimore,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,7.54630373413509,Metro Regions,0,0,0,All
Bay Area,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,5.565545106841008,Metro Regions,0,0,0,All
Boston,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,3.9101345113679393,Metro Regions,0,0,0,All
Charlotte,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,9.246436097426066,Metro Regions,0,0,0,All
Chicago,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,4.8877738915797755,Metro Regions,0,0,0,All
Dallas,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,9.029743361619657,Metro Regions,0,0,0,All
Denver,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,6.980541739900029,Metro Regions,0,0,0,All
Detroit,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,7.558007071984643,Metro Regions,0,0,0,All
Houston,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,9.358328588701026,Metro Regions,0,0,0,All
King County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,4.47473416242268,PSRC Region,0,0,0,All
Kitsap County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,6.629202781217257,PSRC Region,0,0,0,All
Los Angeles,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,7.803602704008413,Metro Regions,0,0,0,All
Miami,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,10.647438026112578,Metro Regions,0,0,0,All
Minneapolis,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,3.5069157958593387,Metro Regions,0,0,0,All
New York City,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,3.7240484807704,Metro Regions,0,0,0,All
Newark,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,4.974948116583006,Metro Regions,0,0,0,All
Orlando,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,11.357516363665592,Metro Regions,0,0,0,All
Philadelphia,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,6.478668668570621,Metro Regions,0,0,0,All
Phoenix,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,10.022179742786877,Metro Regions,0,0,0,All
Pierce County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,6.559359880908075,PSRC Region,0,0,0,All
Portland,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,5.598301699196532,Metro Regions,0,0,0,All
Sacramento,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,9.427133173074775,Metro Regions,0,0,0,All
San Antonio,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,10.147888844018215,Metro Regions,0,0,0,All
San Diego,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,6.97582953785432,Metro Regions,0,0,0,All
Seattle,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,5.16675048720689,Metro Regions,0,0,0,All
Snohomish County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,5.059622180976837,PSRC Region,0,0,0,All
St Louis,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,9.36860271285584,Metro Regions,0,0,0,All
Tampa,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,13.81217260375444,Metro Regions,0,0,0,All
Washington DC,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2018,4.959841650489133,Metro Regions,0,0,0,All
Atlanta,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,9.297530382702329,Metro Regions,0,0,0,All
Austin,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,10.18986372329846,Metro Regions,0,0,0,All
Baltimore,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,7.597016228451694,Metro Regions,0,0,0,All
Bay Area,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,5.753547394003601,Metro Regions,0,0,0,All
Boston,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,3.8072598577667764,Metro Regions,0,0,0,All
Charlotte,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,9.385132060286308,Metro Regions,0,0,0,All
Chicago,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,5.144244546352248,Metro Regions,0,0,0,All
Dallas,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,9.121888976967096,Metro Regions,0,0,0,All
Denver,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,7.316322463128257,Metro Regions,0,0,0,All
Detroit,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,7.4875640914628905,Metro Regions,0,0,0,All
Houston,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,9.325351890311186,Metro Regions,0,0,0,All
King County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,4.664081380932471,PSRC Region,0,0,0,All
Kitsap County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,6.243371119519185,PSRC Region,0,0,0,All
Los Angeles,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,7.956238353358054,Metro Regions,0,0,0,All
Miami,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,10.895370945020737,Metro Regions,0,0,0,All
Minneapolis,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,3.7061844015963996,Metro Regions,0,0,0,All
New York City,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,3.6516670097020523,Metro Regions,0,0,0,All
Newark,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,4.975429892831033,Metro Regions,0,0,0,All
Orlando,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,11.76088239903509,Metro Regions,0,0,0,All
Philadelphia,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,6.4624926532811555,Metro Regions,0,0,0,All
Phoenix,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,10.252849723086952,Metro Regions,0,0,0,All
Pierce County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,6.818599040151058,PSRC Region,0,0,0,All
Portland,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,6.051370147682248,Metro Regions,0,0,0,All
Sacramento,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,10.118752684905338,Metro Regions,0,0,0,All
San Antonio,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,9.94285312459883,Metro Regions,0,0,0,All
San Diego,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,7.06860192764152,Metro Regions,0,0,0,All
Seattle,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,5.322433865375295,Metro Regions,0,0,0,All
Snohomish County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,5.18272225616168,PSRC Region,0,0,0,All
St Louis,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,9.624356201195544,Metro Regions,0,0,0,All
Tampa,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,14.071547268038676,Metro Regions,0,0,0,All
Washington DC,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2019,5.0608358580819175,Metro Regions,0,0,0,All
Atlanta,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2020,9.491179908410114,Metro Regions,0,0,0,All
Austin,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2020,10.083948874379207,Metro Regions,0,0,0,All
Baltimore,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2020,7.6700757408606215,Metro Regions,0,0,0,All
Bay Area,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2020,5.737984393615877,Metro Regions,0,0,0,All
Boston,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2020,3.8039722527395394,Metro Regions,0,0,0,All
Charlotte,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2020,9.643725286298094,Metro Regions,0,0,0,All
Chicago,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2020,5.501957158566879,Metro Regions,0,0,0,All
Dallas,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2020,9.43029057491794,Metro Regions,0,0,0,All
Denver,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2020,7.305494330138531,Metro Regions,0,0,0,All
Detroit,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2020,7.7004183416550935,Metro Regions,0,0,0,All
Houston,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2020,9.457854101833851,Metro Regions,0,0,0,All
King County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2020,4.620091826572179,PSRC Region,0,0,0,All
Kitsap County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2020,5.800442469649928,PSRC Region,0,0,0,All
Los Angeles,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2020,8.193187222025395,Metro Regions,0,0,0,All
Miami,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2020,10.936631811046846,Metro Regions,0,0,0,All
Minneapolis,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2020,3.7854595644974363,Metro Regions,0,0,0,All
New York City,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2020,3.5228067236914065,Metro Regions,0,0,0,All
Newark,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2020,4.9862914285918905,Metro Regions,0,0,0,All
Orlando,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2020,11.795957162527873,Metro Regions,0,0,0,All
Philadelphia,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2020,6.7462279956607984,Metro Regions,0,0,0,All
Phoenix,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2020,10.406683650396332,Metro Regions,0,0,0,All
Pierce County,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2020,6.727498200394231,PSRC Region,0,0,0,All
Portland,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2020,6.371126931522469,Metro Regions,0,0,0,All
Sacramento,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2020,10.251899844987774,Metro Regions,0,0,0,All
San Antonio,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2020,9.84143945524738,Metro Regions,0,0,0,All
San Diego,"Fatal Collisions per 100,000 People",5yr Fatality Rate,2020,7.292484589211093,Metro Regions,0,0,0,All
